model,correlation,pvalue,predictor,feature
SVR-RBF,0.8869326267978139,0.0,Accessibility,Mean_Embedding
Linear,0.8048691424506633,0.0,Accessibility,Mean_Embedding
SVR-RBF,0.8864549095224077,0.0,Accessibility,Mean_Embedding
Linear,0.8159595516805976,0.0,Accessibility,Mean_Embedding
SVR-RBF,0.8908913659283788,0.0,Accessibility,Mean_Embedding
Linear,0.8128546468994878,0.0,Accessibility,Mean_Embedding
SVR-RBF,0.886439783224647,0.0,Accessibility,Mean_Embedding
Linear,0.8259722194263743,0.0,Accessibility,Mean_Embedding
SVR-RBF,0.8887099426361231,0.0,Accessibility,Mean_Embedding
Linear,0.8152263746905486,0.0,Accessibility,Mean_Embedding
SVR-RBF,0.8906050987447373,0.0,Accessibility,Mean_Embedding
Linear,0.8035339738155498,0.0,Accessibility,Mean_Embedding
SVR-RBF,0.889203753382249,0.0,Accessibility,Mean_Embedding
Linear,0.8162617522046958,0.0,Accessibility,Mean_Embedding
SVR-RBF,0.8921437067315481,0.0,Accessibility,Mean_Embedding
Linear,0.8072020592114034,0.0,Accessibility,Mean_Embedding
SVR-RBF,0.8850033632809776,0.0,Accessibility,Mean_Embedding
Linear,0.7415756443533097,0.0,Accessibility,Logits
SVR-RBF,0.8895802387191357,0.0,Accessibility,Logits
Linear,0.7418458752458166,0.0,Accessibility,Logits
SVR-RBF,0.8830029986096314,0.0,Accessibility,Logits
Linear,0.7378693627130797,0.0,Accessibility,Logits
SVR-RBF,0.8793284980496213,0.0,Accessibility,Logits
Linear,0.7435061459167006,0.0,Accessibility,Logits
SVR-RBF,0.8787347134080329,0.0,Accessibility,Logits
Linear,0.7561261401084418,0.0,Accessibility,Logits
SVR-RBF,0.8912908782314303,0.0,Accessibility,Logits
Linear,0.7587187061950919,0.0,Accessibility,Logits
SVR-RBF,0.888912778952705,0.0,Accessibility,Logits
Linear,0.7407567634800499,0.0,Accessibility,Logits
SVR-RBF,0.882607327012234,0.0,Accessibility,Logits
Linear,0.7399504754368278,0.0,Accessibility,Logits
SVR-RBF,0.878314045059904,0.0,Accessibility,Logits
Linear,0.7467736771726834,0.0,Accessibility,Logits
SVR-RBF,0.8910428658264322,0.0,Accessibility,Logits
Linear,0.7398244882144563,0.0,Accessibility,Logits
SVR-RBF,0.8810029443762242,0.0,Accessibility,Logits
Linear,0.7513187139623879,0.0,Accessibility,Logits
SVR-RBF,0.8865059793890353,0.0,Accessibility,Logits
Linear,0.7352394492237501,0.0,Accessibility,Logits
SVR-RBF,0.8837369462578835,0.0,Accessibility,Logits
Linear,0.7444622294177268,0.0,Accessibility,Logits
SVR-RBF,0.8838955386538301,0.0,Accessibility,Logits
Linear,0.7376807976014393,0.0,Accessibility,Logits
SVR-RBF,0.8802244015530546,0.0,Accessibility,Logits
Linear,0.7472623091525085,0.0,Accessibility,Logits
SVR-RBF,0.8805128049468878,0.0,Accessibility,Logits
Linear,0.3796062842770184,6.170004420803253e-127,PSSM,semantic_score
SVR-RBF,0.37242969594434705,6.886649398972561e-122,PSSM,semantic_score
Linear,0.38563722712462023,2.8108445305278675e-131,PSSM,semantic_score
SVR-RBF,0.3739819692406368,5.714884189017627e-123,PSSM,semantic_score
Linear,0.3422908403126311,4.7691071914333464e-102,PSSM,semantic_score
SVR-RBF,0.3331648120056923,1.8553433381735905e-96,PSSM,semantic_score
Linear,0.3813990192229473,3.4955865186402146e-128,PSSM,semantic_score
SVR-RBF,0.38176842494456353,1.89949828878092e-128,PSSM,semantic_score
Linear,0.3560466808663621,8.31080267255731e-111,PSSM,semantic_score
SVR-RBF,0.3574348412485715,1.019497082652246e-111,PSSM,semantic_score
Linear,0.3865556043261506,6.020943821246544e-132,PSSM,semantic_score
SVR-RBF,0.3799415789191195,3.5589368938824805e-127,PSSM,semantic_score
Linear,0.33846337577365543,1.1115643853095647e-99,PSSM,semantic_score
SVR-RBF,0.3296576705485431,2.3260207261971492e-94,PSSM,semantic_score
Linear,0.36782688985368817,1.0201366702264599e-118,PSSM,semantic_score
SVR-RBF,0.36857911165083873,3.1190716003795474e-119,PSSM,semantic_score
Linear,0.36492179219122234,1.0336631631690195e-116,PSSM,semantic_score
SVR-RBF,0.36526354941125605,6.070235538073617e-117,PSSM,semantic_score
Linear,0.3863357066052373,9.445968491192427e-132,PSSM,semantic_score
SVR-RBF,0.37838743416568055,4.900137823866657e-126,PSSM,semantic_score
Linear,0.36476064590294827,1.2365824719019337e-116,PSSM,semantic_score
SVR-RBF,0.35749697386046037,8.664444003014895e-112,PSSM,semantic_score
Linear,0.3668955601344455,4.40476049194575e-118,PSSM,semantic_score
SVR-RBF,0.3584428434594308,2.0601490149385769e-112,PSSM,semantic_score
Linear,0.36811832023684127,6.448214380510667e-119,PSSM,semantic_score
SVR-RBF,0.35939177857471166,4.851723330658794e-113,PSSM,semantic_score
Linear,0.36953682142768984,7.391877896793592e-120,PSSM,semantic_score
SVR-RBF,0.3642278166239405,3.0404286639529243e-116,PSSM,semantic_score
Linear,0.37529062937058977,7.482783485106233e-124,PSSM,semantic_score
SVR-RBF,0.37958606715765564,6.894911946768164e-127,PSSM,semantic_score
Linear,0.1570146173273227,8.037432671648185e-22,PSSM,relative_grammaticality
SVR-RBF,0.12192560393147324,1.0403374060897831e-13,PSSM,relative_grammaticality
Linear,0.17618792512268142,3.8681029776330964e-27,PSSM,relative_grammaticality
SVR-RBF,0.17950483765797542,4.0066217539830757e-28,PSSM,relative_grammaticality
Linear,0.1921322591260829,4.750214370112035e-32,PSSM,relative_grammaticality
SVR-RBF,0.18252026191921653,4.9070124048017973e-29,PSSM,relative_grammaticality
Linear,0.16530571754601636,4.893760453483828e-24,PSSM,relative_grammaticality
SVR-RBF,0.1634773765238878,1.547252013291425e-23,PSSM,relative_grammaticality
Linear,0.18290717040994822,3.8027073944184816e-29,PSSM,relative_grammaticality
SVR-RBF,0.14089162668999328,7.831610926649228e-18,PSSM,relative_grammaticality
Linear,0.18468512762539727,1.0622421275218892e-29,PSSM,relative_grammaticality
SVR-RBF,0.1761288188447159,4.025972760990075e-27,PSSM,relative_grammaticality
Linear,0.16935981304829198,3.5823834913808544e-25,PSSM,relative_grammaticality
SVR-RBF,0.14376462184694228,1.628119792252841e-18,PSSM,relative_grammaticality
Linear,0.1797337601512744,3.420621837439937e-28,PSSM,relative_grammaticality
SVR-RBF,0.17748314434066095,1.6042330888373373e-27,PSSM,relative_grammaticality
Linear,0.17568762466271137,5.510892300207666e-27,PSSM,relative_grammaticality
SVR-RBF,0.15790032235501228,4.7749268271875495e-22,PSSM,relative_grammaticality
Linear,0.16384472350135776,1.2290820001041064e-23,PSSM,relative_grammaticality
SVR-RBF,0.14137087637023416,6.050476513905125e-18,PSSM,relative_grammaticality
Linear,0.14830682356310534,1.2934059118659587e-19,PSSM,relative_grammaticality
SVR-RBF,0.1308691436474912,1.3975483877843606e-15,PSSM,relative_grammaticality
Linear,0.17716891449511207,1.9873256219806955e-27,PSSM,relative_grammaticality
SVR-RBF,0.1635783576053529,1.432692905516731e-23,PSSM,relative_grammaticality
Linear,0.1871317464500588,1.8415166400505194e-30,PSSM,relative_grammaticality
SVR-RBF,0.17381082284668653,1.911514237748402e-26,PSSM,relative_grammaticality
Linear,0.1841304619283758,1.6026397615329445e-29,PSSM,relative_grammaticality
SVR-RBF,0.1698613226241921,2.6236017102085735e-25,PSSM,relative_grammaticality
Linear,0.1773424375746811,1.794445498273206e-27,PSSM,relative_grammaticality
SVR-RBF,0.1803468162603172,2.2750062077174476e-28,PSSM,relative_grammaticality
Linear,0.2609000494666932,1.5232459453903226e-58,PSSM,relative_sequence_grammaticality
SVR-RBF,0.2863556043709496,1.1696766634132986e-70,PSSM,relative_sequence_grammaticality
Linear,0.2736584564484589,1.8772018625466785e-64,PSSM,relative_sequence_grammaticality
SVR-RBF,0.29687222974974575,4.7636884648135217e-76,PSSM,relative_sequence_grammaticality
Linear,0.2564392686740959,1.4894002245983766e-56,PSSM,relative_sequence_grammaticality
SVR-RBF,0.27379042354919503,1.6243978838053416e-64,PSSM,relative_sequence_grammaticality
Linear,0.2682920731430824,6.527416411662175e-62,PSSM,relative_sequence_grammaticality
SVR-RBF,0.28538428251207587,3.7400988895727706e-70,PSSM,relative_sequence_grammaticality
Linear,0.2401318882271504,1.3593617065058978e-49,PSSM,relative_sequence_grammaticality
SVR-RBF,0.258439414625616,1.997585663664952e-57,PSSM,relative_sequence_grammaticality
Linear,0.2546558994312662,9.074154269068849e-56,PSSM,relative_sequence_grammaticality
SVR-RBF,0.2661694440157771,6.0442127310643534e-61,PSSM,relative_sequence_grammaticality
Linear,0.27048334942066304,5.948268469319518e-63,PSSM,relative_sequence_grammaticality
SVR-RBF,0.2938595787617868,1.7599269564324196e-74,PSSM,relative_sequence_grammaticality
Linear,0.2718384390552548,1.3686935190794666e-63,PSSM,relative_sequence_grammaticality
SVR-RBF,0.2964241464765796,8.171308201338381e-76,PSSM,relative_sequence_grammaticality
Linear,0.25675458356647496,1.1180850729939796e-56,PSSM,relative_sequence_grammaticality
SVR-RBF,0.27194347698564414,1.2689208485799692e-63,PSSM,relative_sequence_grammaticality
Linear,0.24548228052213447,8.145464057313756e-52,PSSM,relative_sequence_grammaticality
SVR-RBF,0.2766060010618953,7.575740082258513e-66,PSSM,relative_sequence_grammaticality
Linear,0.24381103083628436,3.9593081169578527e-51,PSSM,relative_sequence_grammaticality
SVR-RBF,0.25757579104982004,4.6734022957423036e-57,PSSM,relative_sequence_grammaticality
Linear,0.2609275594928419,1.4803860301608767e-58,PSSM,relative_sequence_grammaticality
SVR-RBF,0.278112159807796,1.3617456916637965e-66,PSSM,relative_sequence_grammaticality
Linear,0.24051785111154322,9.158937861107124e-50,PSSM,relative_sequence_grammaticality
SVR-RBF,0.2559958059467855,2.337448323721333e-56,PSSM,relative_sequence_grammaticality
Linear,0.2885817321705824,9.22862383929813e-72,PSSM,relative_sequence_grammaticality
SVR-RBF,0.30989961401812577,5.027680212576826e-83,PSSM,relative_sequence_grammaticality
Linear,0.2645039805699707,3.6482141457543454e-60,PSSM,relative_sequence_grammaticality
SVR-RBF,0.29120212682873503,4.283909610026521e-73,PSSM,relative_sequence_grammaticality
Linear,0.0005557535139611777,0.9730634960120688,PSSM,relative_grammaticality_with_eve
SVR-RBF,0.0999171773095673,1.1578521708533322e-09,PSSM,relative_grammaticality_with_eve
Linear,-0.0011220291594639335,0.9456487554375088,PSSM,relative_grammaticality_with_eve
SVR-RBF,0.09127227770612932,2.7429810806558772e-08,PSSM,relative_grammaticality_with_eve
Linear,0.032582887912171885,0.047682454535418584,PSSM,relative_grammaticality_with_eve
SVR-RBF,0.053772357311180956,0.001077563866405113,PSSM,relative_grammaticality_with_eve
Linear,0.004637710066545965,0.7781428676495292,PSSM,relative_grammaticality_with_eve
SVR-RBF,0.06672908008154943,4.943527542292015e-05,PSSM,relative_grammaticality_with_eve
Linear,-0.005540776038002428,0.7364170394236498,PSSM,relative_grammaticality_with_eve
SVR-RBF,0.09200468205491452,2.1297126294268586e-08,PSSM,relative_grammaticality_with_eve
Linear,0.004011775941262924,0.8074265197142023,PSSM,relative_grammaticality_with_eve
SVR-RBF,0.07876348806057001,1.6435744666354095e-06,PSSM,relative_grammaticality_with_eve
Linear,-0.005573142416376315,0.734900509958756,PSSM,relative_grammaticality_with_eve
SVR-RBF,0.08932745194708176,5.381974553987127e-08,PSSM,relative_grammaticality_with_eve
Linear,0.007642135960672756,0.6424145536084196,PSSM,relative_grammaticality_with_eve
SVR-RBF,0.09841646739722851,2.045956005234554e-09,PSSM,relative_grammaticality_with_eve
Linear,0.011480674278324771,0.48550993135187037,PSSM,relative_grammaticality_with_eve
SVR-RBF,0.07602396678632975,3.7439744467615977e-06,PSSM,relative_grammaticality_with_eve
Linear,0.017523554614232495,0.28704399920936025,PSSM,relative_grammaticality_with_eve
SVR-RBF,0.02959293634321312,0.07215332665869678,PSSM,relative_grammaticality_with_eve
Linear,0.01571345147890843,0.33969282706795245,PSSM,relative_grammaticality_with_eve
SVR-RBF,0.08923379367541072,5.557580708149966e-08,PSSM,relative_grammaticality_with_eve
Linear,-0.008837841493217272,0.5912831228693644,PSSM,relative_grammaticality_with_eve
SVR-RBF,0.06541878043644879,6.921790831789449e-05,PSSM,relative_grammaticality_with_eve
Linear,0.02175082871602317,0.18627239349900973,PSSM,relative_grammaticality_with_eve
SVR-RBF,0.0678443774479667,3.678065443090299e-05,PSSM,relative_grammaticality_with_eve
Linear,0.02171298287180432,0.1870995652888582,PSSM,relative_grammaticality_with_eve
SVR-RBF,0.08766422077236062,9.510788624288339e-08,PSSM,relative_grammaticality_with_eve
Linear,-0.01609101297043818,0.32828008889311544,PSSM,relative_grammaticality_with_eve
SVR-RBF,0.0800807486208405,1.1008822753379207e-06,PSSM,relative_grammaticality_with_eve
Linear,0.22035982162191564,7.349436633137565e-42,PSSM,grammaticality
SVR-RBF,0.18520105894704406,7.35559036939503e-30,PSSM,grammaticality
Linear,0.1932757934027024,2.028666791298059e-32,PSSM,grammaticality
SVR-RBF,0.14747977227261763,2.0635483803769935e-19,PSSM,grammaticality
Linear,0.17584584233270648,4.8748369893733264e-27,PSSM,grammaticality
SVR-RBF,0.16320897718275124,1.8052759154342696e-23,PSSM,grammaticality
Linear,0.19026888250776702,1.9137706420190994e-31,PSSM,grammaticality
SVR-RBF,0.15970527133772497,1.5950721034995165e-22,PSSM,grammaticality
Linear,0.17169126724934325,7.912764028696394e-26,PSSM,grammaticality
SVR-RBF,0.11284552507701426,6.100440518807041e-12,PSSM,grammaticality
Linear,0.20095089887284895,5.843519512279546e-35,PSSM,grammaticality
SVR-RBF,0.17878079631256924,6.597428376786223e-28,PSSM,grammaticality
Linear,0.1750616714835722,8.269558275855081e-27,PSSM,grammaticality
SVR-RBF,0.14393206059942243,1.4851070500009812e-18,PSSM,grammaticality
Linear,0.19086128484642487,1.2152386436438847e-31,PSSM,grammaticality
SVR-RBF,0.12070970055473237,1.8257172292350624e-13,PSSM,grammaticality
Linear,0.18126329854422843,1.2028683798469863e-28,PSSM,grammaticality
SVR-RBF,0.14907610083131695,8.451317484883749e-20,PSSM,grammaticality
Linear,0.20102130450545153,5.648005785473121e-35,PSSM,grammaticality
SVR-RBF,0.15031166382049443,4.170079679648268e-20,PSSM,grammaticality
Linear,0.1909263318079271,1.1583853232166565e-31,PSSM,grammaticality
SVR-RBF,0.15355048259395646,6.2866944432802634e-21,PSSM,grammaticality
Linear,0.20522314574009057,2.0258932067059918e-36,PSSM,grammaticality
SVR-RBF,0.13799010545563625,3.6293860479888077e-17,PSSM,grammaticality
Linear,0.18826589889233966,8.105728979523586e-31,PSSM,grammaticality
SVR-RBF,0.13475818157017014,1.9496048178645582e-16,PSSM,grammaticality
Linear,0.18592339909412736,4.467504185708044e-30,PSSM,grammaticality
SVR-RBF,0.17838728027220493,8.785965251686013e-28,PSSM,grammaticality
Linear,0.17944074879280159,4.2574780649024545e-28,PSSM,grammaticality
SVR-RBF,0.12360439000419342,4.7787837047812855e-14,PSSM,grammaticality
Linear,0.25429129678010487,1.3106651111509917e-55,PSSM,masked_grammaticality
SVR-RBF,0.25064305270767173,5.0246769720147076e-54,PSSM,masked_grammaticality
Linear,0.23673126919185683,3.198582011863464e-48,PSSM,masked_grammaticality
SVR-RBF,0.2104248694618107,3.0497130888692117e-38,PSSM,masked_grammaticality
Linear,0.2350432604668809,1.5279247859031893e-47,PSSM,masked_grammaticality
SVR-RBF,0.23317485007988023,8.502683874901114e-47,PSSM,masked_grammaticality
Linear,0.25214343459576977,1.1675460325920356e-54,PSSM,masked_grammaticality
SVR-RBF,0.23735406231072484,1.8436342102005288e-48,PSSM,masked_grammaticality
Linear,0.2545715432699457,1.021838861676249e-55,PSSM,masked_grammaticality
SVR-RBF,0.24129157024852438,4.531781400304391e-50,PSSM,masked_grammaticality
Linear,0.2634368832677075,1.0801811190677658e-59,PSSM,masked_grammaticality
SVR-RBF,0.2534810058284436,2.9610832771606302e-55,PSSM,masked_grammaticality
Linear,0.2419431528950019,2.365606543599696e-50,PSSM,masked_grammaticality
SVR-RBF,0.22199691071273467,1.7890913788225678e-42,PSSM,masked_grammaticality
Linear,0.2501602036966899,8.105314208444331e-54,PSSM,masked_grammaticality
SVR-RBF,0.22167482167822763,2.3645662891686894e-42,PSSM,masked_grammaticality
Linear,0.24922434835029483,2.108431002640481e-53,PSSM,masked_grammaticality
SVR-RBF,0.2396857134755614,2.071091530536678e-49,PSSM,masked_grammaticality
Linear,0.22693769663017582,2.410392605871866e-44,PSSM,masked_grammaticality
SVR-RBF,0.23733000559173378,1.88545948550717e-48,PSSM,masked_grammaticality
Linear,0.24301964657381667,8.459534198204587e-51,PSSM,masked_grammaticality
SVR-RBF,0.23212755523044487,2.210687928143005e-46,PSSM,masked_grammaticality
Linear,0.24829170751914295,5.106505522024369e-53,PSSM,masked_grammaticality
SVR-RBF,0.24658322461528653,2.7110419096192042e-52,PSSM,masked_grammaticality
Linear,0.24539412838586921,8.598658611079536e-52,PSSM,masked_grammaticality
SVR-RBF,0.24577791419079295,5.928330533584147e-52,PSSM,masked_grammaticality
Linear,0.2236461299866369,4.371632404738634e-43,PSSM,masked_grammaticality
SVR-RBF,0.21649935282533417,2.0143705893945446e-40,PSSM,masked_grammaticality
Linear,0.27186679903365624,1.3792564326980983e-63,PSSM,masked_grammaticality
